//<Version>ODV Spreadsheet V4.0</Version>
//<Creator>tremenyi@SCLS-SPN-14234.local</Creator>
//<CreateTime>2012-05-13T08:32:49</CreateTime>
//<Software>Ocean Data View Version 4.3.5 - 2010</Software>
//<Source>/Users/tremenyi/Documents/ODV/data/SAZSENSE/SAZSENSE_TM_20120209.odv</Source>
//<SourceLastModified>2012-05-04T12:51:19</SourceLastModified>
//<DataField>GeneralField</DataField>
//<DataType>GeneralType</DataType>
//
Cruise	Station	Type	yyyy-mm-ddThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth	Depth	Al	Co	Ni	Cu	Zn	Cd	Pb	Fe
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	182.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	192.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	202.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	212.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	222.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	232.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	242.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	252.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	262.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	272.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	282.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	292.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	302.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	312.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	322.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	332.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	342.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	352.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	362.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	372.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	382.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	392.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	402.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	412.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	422.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	432.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	442.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	452.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	462.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	472.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	482.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	492.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	504.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	516.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	528.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	540.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	552.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	564.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	576.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	588.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	600.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	614.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	628.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	642.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	656.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	670.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	684.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	698.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	714.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	730.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	746.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	762.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	778.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	794.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	812.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	830.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	848.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	866.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	884.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	904.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	924.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	944.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	964.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	984.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	1006.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	1028.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	1050.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	1072.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	1094.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	1118.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	1142.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	1166.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	1190.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	1216.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	1242.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	1268.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	1294.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	1322.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	1350.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	1378.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	1408.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	1438.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	1468.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	1498.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	1530.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	1562.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	1594.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	1628.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	1662.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	1696.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	1732.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	1768.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	1806.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	1844.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	1882.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	1922.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	1962.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	2004.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	2046.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	2088.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	2132.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	2176.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	2222.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	2268.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	2316.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	2364.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	2414.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	2464.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	2516.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	2568.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	2622.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	2676.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	2732.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	2788.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	2846.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	2906.000								
au0703	8	B	2007-01-21T15:35:49.000	140.6613	-46.316	4500	2966.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	3.135								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	3.147								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	3.256								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	3.382								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	9.862								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	9.980								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	10.061								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	10.241								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	17.018								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	17.097								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	17.163								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	17.165								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	28.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	38.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	49.077								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	49.543								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	49.640								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	49.797								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	60.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	70.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	80.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	97.940								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	108.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	118.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	128.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	138.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	149.489								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	160.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	170.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	180.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	198.772								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	210.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	220.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	230.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	240.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	250.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	260.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	270.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	280.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	298.411								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	310.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	320.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	330.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	340.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	350.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	360.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	370.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	380.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	399.265								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	410.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	420.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	430.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	440.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	450.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	460.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	470.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	480.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	490.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	500.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	512.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	524.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	536.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	548.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	560.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	572.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	584.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	598.547								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	612.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	626.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	640.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	654.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	668.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	682.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	696.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	712.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	728.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	744.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	760.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	776.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	801.451								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	818.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	836.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	854.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	872.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	890.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	910.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	930.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	950.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	970.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	999.325								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	1020.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	1042.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	1064.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	1086.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	1110.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	1134.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	1158.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	1182.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	1208.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	1234.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	1260.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	1286.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	1314.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	1342.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	1370.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	1398.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	1428.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	1458.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	1488.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	1520.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	1552.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	1584.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	1618.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	1652.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	1686.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	1722.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	1758.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	1794.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	1832.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	1870.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	1910.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	1950.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	1990.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	2032.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	2074.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	2118.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	2162.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	2208.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	2254.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	2300.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	2348.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	2396.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	2446.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	2496.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	2548.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	2600.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	2654.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	2710.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	2766.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	2824.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	2882.000								
au0703	9	B	2007-01-21T17:37:24.000	140.6503	-46.318	4500	2942.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	8.251								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	8.543								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	20.716								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	21.064								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	38.371								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	38.572								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	58.982								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	59.196								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	78.946								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	79.748								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	98.626								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	98.938								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	110.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	125.618								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	127.190								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	138.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	149.598								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	149.684								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	160.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	175.807								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	176.440								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	188.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	201.303								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	212.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	222.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	232.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	248.869								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	260.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	270.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	280.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	298.399								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	310.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	320.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	330.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	349.881								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	360.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	370.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	380.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	390.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	401.470								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	402.501								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	414.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	424.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	434.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	444.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	454.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	464.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	474.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	484.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	494.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	506.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	518.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	530.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	542.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	554.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	566.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	578.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	590.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	604.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	618.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	632.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	646.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	660.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	674.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	688.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	704.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	720.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	736.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	752.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	768.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	784.000								
